pre	post	type	synapses
BWM-DL07	CEPDL	electrical	1
BWM-DR01	BWM-DL01	electrical	1
BWM-DR02	RMDDL	electrical	1
BWM-DR03	BWM-DL03	electrical	2
BWM-VL01	BWM-VR01	electrical	2
BWM-VL02	BWM-DL02	electrical	2
BWM-VL04	RMER	electrical	1
BWM-VL06	RMDR	electrical	1
BWM-VR02	BWM-DR02	electrical	4
BWM-VR02	RMEL	electrical	1
BWM-VR03	BWM-VL03	electrical	2
CEPDL	ADEL	chemical	1
CEPDL	AVER	chemical	7
CEPDL	BWM-DL07	chemical	1
CEPDL	IL1DL	chemical	4
CEPDL	OLLL	chemical	7
CEPDL	OLQDL	chemical	7
CEPDL	RIBL	chemical	4
CEPDL	RICL	chemical	4
CEPDL	RICR	chemical	4
CEPDL	RIPL	chemical	1
CEPDL	RIS	chemical	1
CEPDL	RMDVL	chemical	6
CEPDL	RMHL	chemical	2
CEPDL	RMHR	chemical	4
CEPDL	SDQL	chemical	1
CEPDL	SIADR	chemical	1
CEPDL	SMBDR	chemical	3
CEPDL	SMDDR	chemical	1
CEPDL	URADL	chemical	2
CEPDL	URBL	chemical	2
CEPDL	URXL	chemical	2
CEPDL	URYDL	chemical	3
CEPDR	AVBL	chemical	2
CEPDR	AVDR	chemical	1
CEPDR	AVEL	chemical	8
CEPDR	AVJR	chemical	1
CEPDR	IL1DR	chemical	3
CEPDR	OLLR	chemical	7
CEPDR	OLQDR	chemical	6
CEPDR	RICL	chemical	2
CEPDR	RICR	chemical	5
CEPDR	RIPR	chemical	1
CEPDR	RIS	chemical	1
CEPDR	RMDDR	chemical	1
CEPDR	RMDR	chemical	1
CEPDR	RMDVR	chemical	3
CEPDR	RMHL	chemical	2
CEPDR	RMHR	chemical	1
CEPDR	SIADL	chemical	1
CEPDR	SIBVR	chemical	1
CEPDR	SMBDL	chemical	1
CEPDR	URADR	chemical	2
CEPDR	URBR	chemical	2
CEPDR	URXR	chemical	3
CEPDR	URYDR	chemical	3
CEPshDR	CANR	electrical	1
CEPshVR	BWM-VR04	electrical	1
CEPVL	AVEL	chemical	1
CEPVL	AVER	chemical	4
CEPVL	BWM-VL05	chemical	1
CEPVL	IL1L	chemical	1
CEPVL	IL1VL	chemical	4
CEPVL	OLLL	chemical	6
CEPVL	OLQVL	chemical	7
CEPVL	PVR	chemical	1
CEPVL	RICL	chemical	5
CEPVL	RICR	chemical	3
CEPVL	RMDDL	chemical	7
CEPVL	RMHL	chemical	1
CEPVL	RMHR	chemical	4
CEPVL	SMDDL	chemical	1
CEPVL	URAVL	chemical	4
CEPVL	URBL	chemical	2
CEPVL	URXL	chemical	1
CEPVL	URYVL	chemical	1
CEPVR	ALMR	chemical	1
CEPVR	AVBR	chemical	1
CEPVR	AVEL	chemical	4
CEPVR	AVER	chemical	2
CEPVR	AVER	electrical	1
CEPVR	BWM-VR01	chemical	1
CEPVR	IL1VR	chemical	3
CEPVR	OLLR	chemical	11
CEPVR	OLQVR	chemical	4
CEPVR	PVR	chemical	1
CEPVR	RICL	chemical	3
CEPVR	RICR	chemical	6
CEPVR	RIPR	chemical	2
CEPVR	RMDDR	chemical	8
CEPVR	RMDR	chemical	1
CEPVR	RMGR	chemical	1
CEPVR	RMHL	chemical	2
CEPVR	RMHR	chemical	3
CEPVR	SIAVR	chemical	1
CEPVR	SMBVR	chemical	1
CEPVR	URAVR	chemical	3
CEPVR	URBR	chemical	2
CEPVR	URXR	chemical	2
CEPVR	URYVR	chemical	2
DVA	ADAL	chemical	1
DVA	AIZL	chemical	4
DVA	AIZR	chemical	3
DVA	AQR	chemical	4
DVA	AUAL	chemical	5
DVA	AUAR	chemical	3
DVA	AVAL	chemical	1
DVA	AVAR	chemical	1
DVA	AVBL	chemical	1
DVA	AVEL	chemical	10
DVA	AVER	chemical	13
DVA	FLPR	chemical	1
DVA	PVPL	chemical	1
DVA	RIAL	chemical	1
DVA	RIAR	chemical	1
DVA	RIH	chemical	1
DVA	RIML	chemical	1
DVA	RIR	chemical	4
DVA	RMFR	chemical	1
DVA	SDQL	chemical	1
DVA	SIAVL	chemical	1
DVA	SIAVR	chemical	1
DVA	SMBDL	chemical	2
DVA	SMBDR	chemical	1
DVA	SMBVL	chemical	2
DVA	SMBVR	chemical	1
DVA	URXR	chemical	1
DVA	URYDL	chemical	1
DVC	AIBL	chemical	10
DVC	AIBR	chemical	6
DVC	AVAL	chemical	6
DVC	AVAR	chemical	10
DVC	AVER	chemical	1
DVC	AVKL	chemical	3
DVC	AVKR	chemical	3
DVC	AVL	chemical	1
DVC	OLLL	chemical	1
DVC	RIBL	chemical	4
DVC	RIBR	chemical	6
DVC	RID	chemical	1
DVC	RIGL	chemical	9
DVC	RIGR	chemical	7
DVC	RIML	chemical	1
DVC	RIVL	chemical	1
DVC	RMFL	chemical	4
DVC	RMFR	chemical	11
DVC	SAAVR	chemical	1
FLPL	ADAL	chemical	1
FLPL	ADEL	chemical	1
FLPL	ADER	chemical	2
FLPL	AIBL	chemical	1
FLPL	AIBR	chemical	2
FLPL	AVAL	chemical	9
FLPL	AVAR	chemical	14
FLPL	AVBL	chemical	3
FLPL	AVBR	chemical	1
FLPL	AVDL	chemical	2
FLPL	AVEL	chemical	4
FLPL	AVJL	chemical	1
FLPL	FLPR	chemical	3
FLPL	PVCL	chemical	2
FLPL	PVCR	chemical	1
FLPL	RIH	chemical	1
FLPL	SDQL	chemical	1
FLPR	ADAR	chemical	1
FLPR	ADER	chemical	1
FLPR	AIBL	chemical	7
FLPR	AVAL	chemical	10
FLPR	AVAR	chemical	5
FLPR	AVBL	chemical	5
FLPR	AVBR	chemical	2
FLPR	AVDL	chemical	3
FLPR	AVDR	chemical	1
FLPR	AVEL	chemical	2
FLPR	PVCL	chemical	2
FLPR	PVPR	chemical	1
GLRDL	RMED	electrical	1
HSNL	ADLL	chemical	1
HSNL	AIAL	chemical	1
HSNL	AIZL	chemical	1
HSNL	AIZR	chemical	1
HSNL	AQR	chemical	1
HSNL	ASER	chemical	1
HSNL	ASHR	chemical	2
HSNL	AVAR	chemical	1
HSNL	AVBL	chemical	2
HSNL	AVBR	chemical	1
HSNL	AVDR	chemical	1
HSNL	AVHL	chemical	1
HSNL	AWAL	chemical	1
HSNL	AWAR	chemical	1
HSNL	AWBL	chemical	3
HSNL	AWBR	chemical	2
HSNL	PVNL	chemical	1
HSNL	PVNR	chemical	1
HSNL	PVQL	chemical	1
HSNL	RIFL	chemical	1
HSNL	RIMR	chemical	1
HSNR	AIAL	chemical	3
HSNR	AIAR	chemical	3
HSNR	AIZL	chemical	1
HSNR	AIZR	chemical	1
HSNR	ALMR	chemical	1
HSNR	ASER	chemical	1
HSNR	ASHR	chemical	1
HSNR	ASKL	chemical	1
HSNR	ASKR	chemical	2
HSNR	AVBL	chemical	1
HSNR	AVDR	chemical	1
HSNR	AVFR	chemical	1
HSNR	AWBL	chemical	1
HSNR	AWBR	chemical	1
HSNR	BDUR	chemical	2
HSNR	PVQL	chemical	1
HSNR	RIFR	chemical	2
HSNR	RIMR	chemical	1
IL1DL	BWM-DL01	chemical	9
IL1DL	BWM-DL02	chemical	5
IL1DL	BWM-DL03	chemical	1
IL1DL	BWM-DL04	chemical	2
IL1DL	IL1L	electrical	1
IL1DL	IL1VL	electrical	1
IL1DL	OLLL	electrical	1
IL1DL	PVR	chemical	1
IL1DL	RIPL	chemical	4
IL1DL	RMDDR	chemical	2
IL1DL	RMDVL	chemical	11
IL1DL	RMEL	chemical	1
IL1DR	BWM-DR01	chemical	5
IL1DR	BWM-DR02	chemical	1
IL1DR	BWM-DR03	chemical	2
IL1DR	BWM-DR04	chemical	1
IL1DR	IL1DR	electrical	1
IL1DR	IL1R	electrical	1
IL1DR	IL1VR	electrical	1
IL1DR	PVR	chemical	2
IL1DR	RIPR	chemical	2
IL1DR	RMDDL	chemical	1
IL1DR	RMDVR	chemical	4
IL1L	AVER	chemical	2
IL1L	BWM-DL01	chemical	1
IL1L	BWM-DL02	chemical	7
IL1L	BWM-DL04	chemical	5
IL1L	BWM-VL01	chemical	1
IL1L	BWM-VL02	chemical	8
IL1L	BWM-VL04	chemical	2
IL1L	IL1DL	chemical	2
IL1L	RMDDL	chemical	4
IL1L	RMDDR	chemical	3
IL1L	RMDL	chemical	3
IL1L	RMDR	chemical	5
IL1L	RMDVL	chemical	3
IL1L	RMDVR	chemical	5
IL1L	RMED	chemical	1
IL1L	RMEV	chemical	1
IL1L	RMHR	chemical	1
IL1R	AVEL	chemical	1
IL1R	BWM-DR01	chemical	1
IL1R	BWM-DR02	chemical	13
IL1R	BWM-DR04	chemical	7
IL1R	BWM-VR02	chemical	11
IL1R	BWM-VR04	chemical	2
IL1R	GLRR	chemical	1
IL1R	IL1VR	chemical	1
IL1R	IL1VR	electrical	1
IL1R	RIPR	chemical	1
IL1R	RIS	chemical	1
IL1R	RMDDL	chemical	3
IL1R	RMDDR	chemical	4
IL1R	RMDL	chemical	4
IL1R	RMDR	chemical	1
IL1R	RMDVL	chemical	4
IL1R	RMDVR	chemical	7
IL1R	RMFL	chemical	1
IL1R	RMHL	chemical	1
IL1R	URAVR	chemical	1
IL1VL	BWM-VL01	chemical	5
IL1VL	BWM-VL02	chemical	4
IL1VL	BWM-VL03	chemical	5
IL1VL	IL1L	electrical	1
IL1VL	IL1VL	electrical	1
IL1VL	IL1VR	electrical	1
IL1VL	PVR	chemical	1
IL1VL	RIPL	chemical	3
IL1VL	RMDDL	chemical	8
IL1VL	RMEL	chemical	2
IL1VL	RMEV	chemical	1
IL1VR	BWM-VR01	chemical	6
IL1VR	BWM-VR02	chemical	5
IL1VR	IL1R	chemical	1
IL1VR	IL1VR	electrical	1
IL1VR	RIPR	chemical	2
IL1VR	RMDDR	chemical	8
IL1VR	RMER	chemical	2
IL2DL	ADAL	chemical	1
IL2DL	BWM-DL03	chemical	1
IL2DL	CEPDL	chemical	1
IL2DL	GLRDL	chemical	1
IL2DL	IL1DL	chemical	6
IL2DL	IL2L	chemical	1
IL2DL	OLQDL	chemical	3
IL2DL	RICR	chemical	1
IL2DL	RIH	chemical	4
IL2DL	RIPL	chemical	13
IL2DL	RMED	chemical	2
IL2DL	RMEL	chemical	3
IL2DL	RMER	chemical	3
IL2DL	RMEV	chemical	1
IL2DL	RMHL	chemical	1
IL2DL	URADL	chemical	6
IL2DL	URYDL	chemical	1
IL2DR	GLRDR	chemical	1
IL2DR	GLRR	chemical	1
IL2DR	IL1DR	chemical	7
IL2DR	OLQDR	chemical	2
IL2DR	RICL	chemical	1
IL2DR	RIH	chemical	5
IL2DR	RIPR	chemical	16
IL2DR	RMDVR	chemical	1
IL2DR	RMEL	chemical	4
IL2DR	RMER	chemical	8
IL2DR	RMEV	chemical	3
IL2DR	RMHR	chemical	1
IL2DR	URADR	chemical	3
IL2L	ADEL	chemical	2
IL2L	IL1DL	chemical	1
IL2L	IL1L	electrical	2
IL2L	OLLL	chemical	2
IL2L	OLQDL	chemical	7
IL2L	OLQVL	chemical	7
IL2L	RICR	chemical	1
IL2L	RIH	chemical	8
IL2L	RMDR	chemical	1
IL2L	RMER	chemical	3
IL2L	RMGL	electrical	1
IL2L	SAADR	electrical	1
IL2L	SIBDL	chemical	2
IL2L	SMBVL	chemical	1
IL2L	URXL	electrical	2
IL2R	ADER	chemical	1
IL2R	BWM-VR02	chemical	1
IL2R	BWM-VR04	chemical	1
IL2R	GLRR	chemical	1
IL2R	IL1R	chemical	2
IL2R	IL1VR	chemical	1
IL2R	OLLR	chemical	1
IL2R	OLQDR	chemical	7
IL2R	OLQVR	chemical	5
IL2R	RICL	chemical	1
IL2R	RICR	chemical	1
IL2R	RIH	chemical	6
IL2R	RMDL	chemical	2
IL2R	RMER	chemical	1
IL2R	RMEV	chemical	3
IL2R	SMBVR	chemical	1
IL2R	URAVR	chemical	1
IL2R	URBR	chemical	1
IL2R	URXR	chemical	1
IL2VL	BAGR	chemical	1
IL2VL	IL1VL	chemical	6
IL2VL	OLQVL	chemical	3
IL2VL	RIAL	chemical	3
IL2VL	RIH	chemical	2
IL2VL	RIPL	chemical	11
IL2VL	RMDDL	chemical	1
IL2VL	RMED	chemical	2
IL2VL	RMEL	chemical	4
IL2VL	RMER	chemical	4
IL2VL	RMEV	chemical	2
IL2VL	URAVL	chemical	4
IL2VL	URXL	chemical	2
IL2VR	BWM-VR01	chemical	2
IL2VR	GLRVR	chemical	1
IL2VR	IL1VR	chemical	4
IL2VR	IL2R	chemical	1
IL2VR	OLQVR	chemical	5
IL2VR	RIAR	chemical	2
IL2VR	RIH	chemical	1
IL2VR	RIPR	chemical	16
IL2VR	RMDDR	chemical	1
IL2VR	RMDVL	chemical	1
IL2VR	RMED	chemical	2
IL2VR	RMEL	chemical	8
IL2VR	RMER	chemical	3
IL2VR	RMEV	chemical	2
IL2VR	URAVR	chemical	4
IL2VR	URYVR	chemical	1
OLLL	ADEL	chemical	1
OLLL	AVER	chemical	27
OLLL	CEPDL	chemical	8
OLLL	CEPVL	chemical	9
OLLL	IL1DL	chemical	2
OLLL	IL1VL	chemical	2
OLLL	OLLR	chemical	1
OLLL	OLLR	electrical	2
OLLL	OLQVL	chemical	1
OLLL	RIBL	chemical	13
OLLL	RIBR	chemical	1
OLLL	RMDDL	chemical	9
OLLL	RMDR	chemical	2
OLLL	RMDVL	chemical	13
OLLL	RMED	chemical	3
OLLL	RMEL	chemical	2
OLLL	RMEV	chemical	1
OLLL	SMDDL	chemical	2
OLLL	SMDDR	chemical	5
OLLL	SMDVL	chemical	2
OLLL	SMDVR	chemical	4
OLLL	URXL	chemical	1
OLLR	AVEL	chemical	29
OLLR	CEPDR	chemical	11
OLLR	CEPVR	chemical	4
OLLR	IL1DR	electrical	1
OLLR	IL1R	chemical	2
OLLR	IL1VR	chemical	2
OLLR	IL2R	chemical	1
OLLR	RIBR	chemical	10
OLLR	RMDDR	chemical	13
OLLR	RMDL	chemical	3
OLLR	RMDVR	chemical	9
OLLR	RMEL	chemical	1
OLLR	RMER	chemical	2
OLLR	RMGR	chemical	1
OLLR	SMDDL	chemical	4
OLLR	SMDDR	chemical	4
OLLR	SMDVL	chemical	6
OLLR	SMDVR	chemical	1
OLLR	URYVR	chemical	1
OLQDL	CEPDL	electrical	1
OLQDL	IL2DL	chemical	1
OLQDL	IL2L	chemical	5
OLQDL	OLLL	electrical	1
OLQDL	RICL	chemical	1
OLQDL	RICR	chemical	1
OLQDL	RIH	chemical	1
OLQDL	RMDDL	chemical	1
OLQDL	RMDDR	chemical	5
OLQDL	RMHL	chemical	1
OLQDL	SIBVL	chemical	6
OLQDL	URBL	electrical	2
OLQDR	CEPDR	electrical	1
OLQDR	IL1DR	chemical	1
OLQDR	IL2R	chemical	6
OLQDR	OLLR	electrical	1
OLQDR	RICL	chemical	1
OLQDR	RICR	chemical	1
OLQDR	RIH	chemical	1
OLQDR	RMDDL	chemical	4
OLQDR	RMER	chemical	1
OLQDR	RMHR	chemical	1
OLQDR	SIBVR	chemical	4
OLQDR	SMBDL	chemical	1
OLQDR	URBR	electrical	2
OLQVL	CEPVL	electrical	1
OLQVL	IL1VL	chemical	1
OLQVL	IL2L	chemical	2
OLQVL	RICL	chemical	1
OLQVL	RMDDL	electrical	1
OLQVL	RMDVR	chemical	6
OLQVL	RMED	chemical	1
OLQVL	RMEL	chemical	1
OLQVL	SIBDL	chemical	7
OLQVL	URBL	electrical	2
OLQVR	IL1VR	chemical	1
OLQVR	IL2R	chemical	3
OLQVR	PVPR	chemical	1
OLQVR	RICR	chemical	1
OLQVR	RIGR	chemical	1
OLQVR	RMDVL	chemical	5
OLQVR	RMER	chemical	1
OLQVR	RMHR	chemical	1
OLQVR	SIBDR	chemical	5
OLQVR	URBR	electrical	1
PLNL	AVBR	chemical	1
PLNL	BWM-VL03	chemical	1
PLNL	RID	chemical	1
PLNL	SAADL	chemical	2
PLNL	SAAVR	chemical	1
PLNL	SMBVL	chemical	6
PLNL	SMDVR	chemical	2
PLNR	RMGR	chemical	3
PLNR	SAADR	chemical	6
PLNR	SMBVR	chemical	5
PLNR	SMDVL	chemical	1
PVCL	ADAL	chemical	1
PVCL	AVAL	chemical	3
PVCL	AVBL	chemical	5
PVCL	AVBR	chemical	9
PVCL	AVDL	chemical	1
PVCL	AVDR	chemical	1
PVCL	AVEL	chemical	2
PVCL	AVER	chemical	3
PVCL	AVJR	chemical	1
PVCL	RID	chemical	10
PVCL	SDQL	chemical	1
PVCL	SIBDL	chemical	2
PVCL	SIBVL	chemical	1
PVCR	AVAR	chemical	4
PVCR	AVBL	chemical	12
PVCR	AVBR	chemical	8
PVCR	AVDL	chemical	9
PVCR	AVDR	chemical	2
PVCR	AVEL	chemical	3
PVCR	AVER	chemical	3
PVCR	AVJL	chemical	1
PVCR	PVCL	electrical	1
PVCR	RIS	chemical	1
PVCR	SIAVR	chemical	1
PVCR	SIBDL	chemical	1
PVCR	SIBVL	chemical	2
PVNL	AIAL	chemical	1
PVNL	AIZR	chemical	1
PVNL	ASJL	chemical	2
PVNL	AVBL	chemical	2
PVNL	AVDR	chemical	2
PVNL	AVFL	chemical	1
PVNL	AVM	chemical	1
PVNL	BDUL	chemical	2
PVNL	BDUR	chemical	1
PVNL	HSNL	chemical	1
PVNL	HSNR	chemical	2
PVNL	HSNR	electrical	2
PVNL	PVNR	chemical	1
PVNL	SMBVL	chemical	1
PVNR	ALML	chemical	1
PVNR	AVBL	chemical	1
PVNR	AVJL	chemical	1
PVNR	BDUL	chemical	2
PVNR	BDUR	chemical	3
PVNR	PVNL	chemical	1
PVNR	RIFR	chemical	2
PVNR	SDQL	chemical	1
PVPL	ADAL	chemical	1
PVPL	AIBR	chemical	1
PVPL	AQR	chemical	3
PVPL	AVAL	chemical	2
PVPL	AVAR	chemical	1
PVPL	AVBL	chemical	8
PVPL	AVBR	chemical	4
PVPL	AVFL	chemical	1
PVPL	AVFR	chemical	1
PVPL	AVHR	chemical	4
PVPL	DVA	chemical	1
PVPL	PVCL	chemical	6
PVPL	SIADL	chemical	1
PVPR	AIBL	chemical	2
PVPR	AQR	chemical	2
PVPR	AVAR	chemical	4
PVPR	AVBL	chemical	5
PVPR	AVBR	chemical	5
PVPR	AVEL	chemical	1
PVPR	AVKL	chemical	1
PVPR	DVA	chemical	1
PVPR	PVCR	chemical	4
PVPR	PVPL	electrical	1
PVPR	RIGR	chemical	1
PVPR	RIR	chemical	1
PVPR	RMFR	chemical	1
PVQL	AIAL	chemical	9
PVQL	ALA	chemical	1
PVQL	ASJL	chemical	1
PVQL	ASKL	chemical	4
PVQL	AVM	chemical	1
PVQL	CEPshVL	chemical	1
PVQL	PVCL	chemical	1
PVQR	AIAR	chemical	9
PVQR	AIMR	chemical	1
PVQR	ASER	chemical	1
PVQR	ASGR	chemical	1
PVQR	ASJR	chemical	1
PVQR	ASKR	chemical	5
PVQR	AWAR	chemical	1
PVQR	CEPshVR	chemical	1
PVQR	HSNL	chemical	1
PVQR	HSNR	chemical	1
PVQR	PVNL	chemical	1
PVQR	RMGR	chemical	2
PVR	AVBL	chemical	12
PVR	AVBR	chemical	8
PVR	AVJL	chemical	3
PVR	AVJR	chemical	4
PVR	BWM-DR05	electrical	1
PVR	BWM-DR07	electrical	1
PVR	IL1DL	chemical	1
PVR	IL1DR	chemical	2
PVR	IL1VL	chemical	4
PVR	IL1VR	chemical	2
PVR	RIPL	chemical	11
PVR	RIPR	chemical	8
PVT	AIBL	chemical	5
PVT	AIBR	chemical	4
PVT	AVEL	chemical	1
PVT	AVKL	chemical	6
PVT	AVKL	electrical	6
PVT	AVKR	chemical	15
PVT	AVKR	electrical	1
PVT	AVL	chemical	6
PVT	DVC	chemical	2
PVT	IL2VL	chemical	1
PVT	RIBL	electrical	1
PVT	RIGL	chemical	5
PVT	RIGR	chemical	3
PVT	RIH	chemical	3
PVT	RMEV	chemical	1
PVT	RMFL	chemical	9
PVT	RMFR	chemical	4
PVT	SMBDL	chemical	1
PVT	URAVL	chemical	1
RIAL	CEPDL	chemical	1
RIAL	IL1L	chemical	2
RIAL	RIAR	chemical	22
RIAL	RIVL	chemical	3
RIAL	RIVR	chemical	2
RIAL	RMDDL	chemical	22
RIAL	RMDDR	chemical	17
RIAL	RMDL	chemical	14
RIAL	RMDR	chemical	14
RIAL	RMDVL	chemical	23
RIAL	RMDVR	chemical	15
RIAL	SDQR	chemical	1
RIAL	SIADL	chemical	9
RIAL	SIAVR	chemical	7
RIAL	SMBDL	chemical	1
RIAL	SMBDR	chemical	1
RIAL	SMBVR	chemical	1
RIAL	SMDDL	chemical	20
RIAL	SMDDR	chemical	14
RIAL	SMDVL	chemical	19
RIAL	SMDVR	chemical	19
RIAR	CEPDR	chemical	1
RIAR	CEPVL	chemical	1
RIAR	CEPVR	chemical	1
RIAR	IL1R	chemical	1
RIAR	RIAL	chemical	22
RIAR	RIVR	chemical	4
RIAR	RMDDL	chemical	21
RIAR	RMDDR	chemical	21
RIAR	RMDL	chemical	17
RIAR	RMDR	chemical	20
RIAR	RMDVL	chemical	18
RIAR	RMDVR	chemical	30
RIAR	SIADL	chemical	2
RIAR	SIADR	chemical	12
RIAR	SIAVL	chemical	12
RIAR	SIBDL	chemical	1
RIAR	SMBDL	chemical	1
RIAR	SMBVL	chemical	1
RIAR	SMDDL	chemical	11
RIAR	SMDDR	chemical	13
RIAR	SMDVL	chemical	21
RIAR	SMDVR	chemical	12
RIBL	AIBL	chemical	1
RIBL	AIBR	chemical	6
RIBL	AUAL	chemical	2
RIBL	AUAR	chemical	1
RIBL	AVAL	chemical	4
RIBL	AVDR	chemical	1
RIBL	AVEL	chemical	3
RIBL	AVER	chemical	9
RIBL	BAGR	chemical	8
RIBL	DVA	chemical	1
RIBL	OLLL	chemical	1
RIBL	RIAL	chemical	1
RIBL	RIBL	electrical	1
RIBL	RIBR	electrical	3
RIBL	RIH	chemical	1
RIBL	RIML	chemical	2
RIBL	RIS	chemical	2
RIBL	SIADL	electrical	1
RIBL	SIBDL	electrical	3
RIBL	SIBVL	electrical	1
RIBL	SIBVR	electrical	1
RIBL	SMDDR	chemical	1
RIBL	SMDVR	chemical	2
RIBL	URYDL	chemical	1
RIBL	URYVL	chemical	1
RIBR	AIBL	chemical	4
RIBR	AVAR	chemical	1
RIBR	AVDL	chemical	2
RIBR	AVEL	chemical	10
RIBR	AVER	chemical	3
RIBR	BAGL	chemical	6
RIBR	BAGR	electrical	1
RIBR	OLLR	chemical	1
RIBR	OLQDR	electrical	1
RIBR	OLQVR	electrical	1
RIBR	RIAR	chemical	3
RIBR	RIBR	electrical	1
RIBR	RIGR	chemical	1
RIBR	RIMR	chemical	1
RIBR	RIS	chemical	1
RIBR	SIADR	electrical	1
RIBR	SIBVL	electrical	2
RIBR	SMDDL	chemical	1
RIBR	SMDVL	chemical	2
RIBR	URYDR	chemical	1
RIBR	URYVR	chemical	1
RICL	ADAL	chemical	1
RICL	ADAR	chemical	1
RICL	AVAL	chemical	9
RICL	AVAR	chemical	7
RICL	AVBR	chemical	1
RICL	AVDL	chemical	1
RICL	CEPDL	chemical	2
RICL	CEPDR	chemical	1
RICL	CEPVL	chemical	1
RICL	PVCR	chemical	1
RICL	RIML	chemical	4
RICL	RIMR	chemical	1
RICL	RMHR	chemical	1
RICL	SMDDL	chemical	6
RICL	SMDDR	chemical	3
RICL	SMDVR	chemical	1
RICL	URXL	chemical	1
RICR	ADAL	chemical	1
RICR	AIBL	chemical	4
RICR	AIBR	chemical	3
RICR	ASHR	electrical	1
RICR	AVAL	chemical	12
RICR	AVAR	chemical	8
RICR	AVBL	chemical	1
RICR	AVKL	electrical	2
RICR	AVKR	electrical	2
RICR	CEPDL	chemical	1
RICR	CEPVL	chemical	2
RICR	CEPVR	chemical	2
RICR	RICL	chemical	1
RICR	RIML	chemical	2
RICR	RIMR	chemical	3
RICR	RIVL	chemical	2
RICR	RMGL	chemical	1
RICR	RMHR	chemical	1
RICR	SMBDR	chemical	2
RICR	SMDDR	chemical	3
RICR	SMDVL	chemical	4
RICR	SMDVR	chemical	1
RIFL	AIBR	chemical	1
RIFL	AIMR	chemical	1
RIFL	ALMR	chemical	1
RIFL	ASHL	chemical	2
RIFL	AVBL	chemical	7
RIFL	AVBR	chemical	9
RIFL	AVDR	chemical	1
RIFL	AVFL	chemical	1
RIFL	AVFR	chemical	4
RIFL	AVHR	chemical	2
RIFL	AVJL	chemical	1
RIFL	AVJR	chemical	1
RIFL	PVNL	chemical	1
RIFL	RIML	chemical	8
RIFL	RIMR	chemical	8
RIFR	AIAR	chemical	2
RIFR	AIMR	chemical	1
RIFR	ALMR	chemical	2
RIFR	AQR	chemical	1
RIFR	ASHR	chemical	1
RIFR	AVBL	chemical	3
RIFR	AVBR	chemical	11
RIFR	AVFL	chemical	1
RIFR	AVHR	chemical	1
RIFR	AVJL	chemical	3
RIFR	BDUL	chemical	1
RIFR	HSNR	chemical	2
RIFR	PVNR	chemical	2
RIFR	PVPL	chemical	1
RIFR	PVPR	chemical	2
RIFR	RIMR	chemical	1
RIFR	RMGR	chemical	1
RIGL	AIBR	chemical	4
RIGL	AIZL	chemical	13
RIGL	ALNL	chemical	2
RIGL	AQR	electrical	2
RIGL	ASHL	chemical	1
RIGL	AVBR	chemical	1
RIGL	AVEL	chemical	10
RIGL	AVER	chemical	3
RIGL	AVKR	chemical	6
RIGL	BAGR	chemical	6
RIGL	BAGR	electrical	2
RIGL	OLLL	electrical	1
RIGL	OLQDL	chemical	1
RIGL	OLQDL	electrical	1
RIGL	OLQVL	chemical	2
RIGL	OLQVL	electrical	1
RIGL	PVQL	chemical	1
RIGL	RIAL	chemical	1
RIGL	RIBL	electrical	1
RIGL	RIGR	electrical	2
RIGL	RIML	chemical	1
RIGL	RIR	chemical	1
RIGL	RMFL	chemical	5
RIGL	RMFR	chemical	2
RIGL	RMGL	chemical	3
RIGL	RMHL	chemical	1
RIGL	RMHR	chemical	5
RIGL	URXL	chemical	1
RIGL	URYDL	electrical	1
RIGL	URYVL	chemical	1
RIGL	URYVL	electrical	2
RIGR	AIBL	chemical	2
RIGR	AIZR	chemical	10
RIGR	ALNR	chemical	1
RIGR	AVEL	chemical	2
RIGR	AVER	chemical	8
RIGR	AVKL	chemical	4
RIGR	BAGL	chemical	11
RIGR	BAGR	chemical	1
RIGR	OLLR	electrical	1
RIGR	OLQDR	electrical	1
RIGR	OLQVR	chemical	3
RIGR	OLQVR	electrical	1
RIGR	PLNR	chemical	2
RIGR	PVPR	chemical	1
RIGR	RIBR	chemical	4
RIGR	RIBR	electrical	1
RIGR	RIR	chemical	1
RIGR	RMFR	chemical	2
RIGR	RMGR	chemical	1
RIGR	RMHL	chemical	5
RIGR	URYDR	electrical	1
RIGR	URYVR	chemical	1
RIGR	URYVR	electrical	2
RIH	AIYL	chemical	2
RIH	AIZL	chemical	5
RIH	AIZR	chemical	5
RIH	AUAR	chemical	2
RIH	AVER	chemical	1
RIH	BAGL	chemical	1
RIH	BAGR	chemical	1
RIH	CEPDL	chemical	3
RIH	CEPDL	electrical	1
RIH	CEPDR	chemical	4
RIH	CEPDR	electrical	1
RIH	CEPshVL	chemical	2
RIH	CEPVL	chemical	3
RIH	CEPVR	chemical	3
RIH	GLRL	chemical	1
RIH	GLRR	chemical	1
RIH	IL1VL	chemical	1
RIH	IL2L	chemical	1
RIH	IL2R	chemical	1
RIH	IL2VL	chemical	1
RIH	IL2VR	chemical	1
RIH	OLQDL	chemical	9
RIH	OLQDR	chemical	7
RIH	OLQDR	electrical	1
RIH	OLQVL	chemical	8
RIH	OLQVR	chemical	3
RIH	RIAL	chemical	11
RIH	RIAR	chemical	10
RIH	RIBL	chemical	4
RIH	RIBR	chemical	4
RIH	RIPL	chemical	4
RIH	RIPR	chemical	4
