,gene_name,X,threshold,ADA,ADE,ADF,ADL,AFD,AIA,AIB,AIM,AIN,AIY,AIZ,ALA,ALM,ALN,AQR,AS,ASEL,ASER,ASG,ASH,ASI,ASJ,ASK,AUA,AVA,AVB,AVD,AVE,AVF,AVG,AVH,AVJ,AVK,AVL,AVM,AWA,AWB,AWC_OFF,AWC_ON,BAG,BDU,CAN,CEP,DA,DA9,DB,DB01,DVA,DVB,DVC,FLP,HSN,I1,I2,I3,I4,I5,I6,IL1,IL2_DV,IL2_LR,LUA,M1,M2,M3,M4,M5,MC,MI,NSM,OLL,OLQ,PDA,PDB,PDE,PHA,PHB,PHC,PLM,PLN,PQR,PVC,PVD,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,RIA,RIB,RIC,RID,RIF,RIG,RIH,RIM,RIP,RIR,RIS,RIV,RMD_DV,RMD_LR,RME_DV,RME_LR,RMF,RMG,RMH,SAA,SAB,SDQ,SIA,SIB,SMB,SMD,URA,URB,URX,URY,VA,VA12,VB,VB01,VB02,VC,VC_4_5,VD_DD
55031,nlp-45,WBGene00020136,2,0,338.6431322,0,0,0,0,0,0,0,526.8859638,94.59179001,0,0,0,0,0,269.047312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715.8442646,62.11202337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.6923613,0,0,0,0,0,0,0,0,4004.284531,432.0975291,0,0,567.3937927,0,0,0,0,136.6889572,0,0,1089.210734,0,0,0,187.1351234,0,0,0,19601.60301,0,0,0,0,0,0,0,0,0,0,268.0153291,1186.314365,0,0,0,0,0,0,294.931078,498.527293,0,0,0,0,0,0,0,0,0,146.1944347,0,122.0865741,2886.166241,476.5825255,0,0,0
55041,nlp-22,WBGene00003760,2,0,5.161399739,0,0,0,0,0,0,0,2.034818044,0,0,0,0,0,0,0,5.073487956,0,0.553443307,0,0,0,2.472865735,0,0,0,0,0,0,0,3.399115188,0,0,0,30.04648686,0,0,0,14.24679095,0,0,5.746096752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.65675374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59861,flp-33,WBGene00011586,2,0,98000.30613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16699.0452,0,0,0,0,0,0,0,0,773.9872041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.436905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64972,flp-4,WBGene00001447,2,0,241.5544345,57.66922151,2125.880089,112.7352285,0,0,0,0,0,0,0,167.9619602,0,0,0,0,0,710.1794648,108.7012399,0,0,56.98051131,0,0,0,0,0,0,0,0,0,0,0,2234.219628,186.1795696,160.9007164,1966.534281,2280.999586,4362.342053,540.8993864,0,2194.709543,0,2974.450249,0,0,0,0,0,1879.043106,0,0,0,0,0,28479.2759,20495.2839,0,0,0,7546.737696,0,0,1476.875175,1720.82106,0,305.4674553,0,3351.762441,0,0,0,0,463.7584839,3020.079204,4309.581428,589.8794924,344.7644161,0,5458.363451,0,2908.857603,403.8189208,0,0,0,21441.21247,17.19105435,0,0,0,0,0,0,0,0,0,0,1012.251765,0,0,0,0,0,0,0,0,592.7199422,0,0,0,0,0,0,0,0,0,141.9279125,0,0,8451.776308,0,0,0,0,0,0
67002,nlp-71,WBGene00022254,2,0,0,4145.292127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.5814156,0,0,0,0,0,0,0,0,0,0,0,0,0,441.8654847,0,0,0,0,115.4478795,0,5672.016408,0,0,1380.398872,0,0,0,0,0,991.501199,0,0,0,0,0,0,0,0,0,0,0,9736.452553,0,4625.596278,0,0,0,0,0,0,122.047182,0,0,0,0,0,0,0,0,0,0,0,843.9684174,0,0,0,662.7629845,0,0,0,0,0,760.1476609,0,139593.8565,0,0,2045.522623,0,0,0,0,0,616.8856525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056.377191,0,3128.409306,53.06952721,1956.136275,0,0,0
67251,flp-10,WBGene00001453,2,0,0,21.57593345,0,0,0,0,0,0,0,0,0,0,0,0,0,182.5949954,273.5307691,0,0,0,0,0,122.0954615,0,0,0,0,0,0,0,0,0,0,0,392.98737,0,0,0,1635.219205,85.48104818,1084.29193,0,0,0,0,0,0,7665.768043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.8720185,0,405.6418969,0,0,0,0,0,0,0,0,0,0,0,7475.975705,0,7799.230915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67921,ins-1,WBGene00002084,2,0,0,27.77144433,0,0,4185.077093,0,407.8151671,933.0536378,137.0371363,745.3182479,0,0,176.8558464,13.0538734,0,0,297.5324509,0,49.28653887,346.2352687,759.4280126,0,0,0,0,0,0,261.1382307,0,40.98711762,44.82202804,0,0,0,135.5759269,217.0967275,53.42456263,0,197.3358216,0,0,0,0,0,0,0,0,0,139.4984312,0,0,0,0,0,0,694.0092708,0,0,0,728.9095915,0,0,0,0,0,0,0,0,264.1272271,0,0,0,0,0,0,0,0,0,0,0,311.5216194,0,0,0,0,0,0,0,2205.523397,341.5690208,0,0,576.5001775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.58774836,0,0,0,29.92093634,0,0,0,0,0,0,0,0,0
69052,flp-24,WBGene00016028,2,0,0,153.0895778,0,0,0,0,0,0,0,0,113941.0141,0,0,0,0,0,0,570.712386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402.209918,0,7246.652837,0,4444.237456,1136.530471,0,0,0,0,0,2155.191792,0,0,122.547236,0,0,0,0,0,0,0,0,0,1390.187506,80.85188675,0,0,0,0,3860.000429,0,0,0,0,241.6094481,0,0,0,323.7489793,0,0,0,0,0,0,0,404.5068048,10911.52472,0,0,0,1633.836505,0,0,0,0,3460.496817,0,1359.025987,0,0,0,0,0,0,0,0,0,0,0,108.6974853,1579.804011,0,380.249836,0,0,0,0,9775.542212,169.0843635
70761,nlp-48,WBGene00008002,2,0,0,42.57766,0,0,0,0,90.00203,214.4916,0,1283.943,0,0,0,0,0,0,0,0,0,0,0,59.17891,0,0,0,0,0,0,0,0,0,0,0,0,173.7932,1311.55,0,0,338.3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0055,0,0,0,0,142.1957,52.9577,453.4904,0,0,1141.535,0,0,0,0,0,0,4646.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730.026,1704.479,165.187,273.0849,219.4794,0,0,105.5088,0,0,1411.373,0,0,0,0,3184.747,0,0,0,0,811.5054,29908.13,148.1236,0,0,0,0,0,0,0,0,0
71341,lury-1,WBGene00013548,2,0,0,195.0466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.12708,0,0,0,0,0,0,0,0,0,0,0,0,0,545.426,0,859.2607,0,0,0,0,138945.6,2413.331,0,0,992.1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71481,flp-14,WBGene00001457,2,0,0,173.4046,0,0,0,0,147.2449,0,391.1585,0,0,0,0,1406.738,0,0,0,0,0,0,0,0,0,0,7981.893,60974.6,0,0,10246.81,0,0,0,0,38563.68,0,2260.708,0,1577.186,0,0,116.2965,0,0,0,0,0,0,0,0,1012.186,0,0,0,0,0,0,0,0,0,74410.19,7479.443,0,0,0,0,0,0,0,0,0,0,28.17856,0,0,0,0,0,0,0,5039.913,3018.864,7351.11,0,1835.051,0,0,9538.148,0,0,0,0,0,110634.3,335.4232,0,352.6493,0,6416.623,0,0,0,0,0,0,0,0,289609.6,0,0,0,0,1400.581,0,0,0,0,0,8438.662,0,0,0,0,0,0,0,0,327.0386
72291,nlp-1,WBGene00003739,2,0,0,45.45853,0,0,1782.064,0,0,690.4216,0,0,0,0,0,30.08021,0,588.556,87.74082,612.5061,0,682.8325,189.0126,0,0,496.8037,0,1677.194,0,0,278.5343,0,0,0,0,0,547.382,633.2416,682.0393,611.8304,134.7676,604.3614,0,0,0,70.4933,39.06524,39.79694,0,44.41647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.95714,0,0,0,0,0,0,0,0,0,0,0,4154.581,0,0,0,406.172,3973.998,0,0,1836.203,0,0,0,0,0,453.2194,147.2103,225.6458,0,0,404.3989,0,79.8299,136.4541,199.9427,0,517.1539,0,513.2105,0,0,0,0,0,0,0,0,0,53.80371,0,135.7209,597.6947,4116.213,251.9346,0,0,188.3658,76.77031,764.032,365.7722,0,0,0
72602,capa-1,WBGene00021268,2,0,0,52.61716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36647.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21164.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73341,nlp-14,WBGene00003752,2,0,0,83.16658,530.0817,0,0,0,102.4886,0,1183.579,0,990.6775,0,143.7936,303.4024,0,127.8443,139.8777,0,644.2534,727.9945,0,168.8192,0,426.3937,0,628.9313,246.4871,35612.07,282.2442,6336.412,2732.29,0,0,44.54029,0,0,0,0,0,0,0,0,60.99737,0,364.1129,83.25572,1374.239,0,252.9876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893.939,0,0,0,0,0,0,0,0,0,787.7583,0,0,0,0,379.7448,0,0,873.1771,0,725.474,464.053,0,0,0,0,0,94.58803,1705.534,275.6676,475.0836,176.5778,0,0,0,0,0,0,0,0,170.7408,0,350.7492,108.4787,0,0,0,0,0,0,0,0,0,0,0,136.7311,0,488.8032,0,168.749,0,77.49867,0
73651,flp-19,WBGene00001462,2,0,0,284.6804,0,0,130661.9,0,0,21225.51,0,0,0,0,0,0,0,0,0,435.9928,0,277.9623,0,0,207.4691,0,0,0,994.2256,0,0,0,44821.43,0,481.1524,0,3680.741,0,0,0,2621.668,0,0,0,0,0,0,0,145.5845,0,0,0,4504.139,0,0,0,0,0,0,0,0,0,6560.297,0,0,0,0,0,0,0,10943.11,1729.387,0,23.87056,0,0,0,0,0,0,0,774.2163,0,0,0,716.3515,0,0,0,70.03783,0,0,0,0,0,0,0,0,37670.84,3950.803,0,0,0,0,41566.86,0,0,351.0913,0,0,2625.271,0,0,0,146.3556,0,517.2136,0,865.3221,3701.918,0,0,0,0,0,0,0,0,0
74091,nlp-3,WBGene00003741,2,0,0,2374.268,97.04728,582.9536,110.197,0,0,0,0,0,0,0,0,0,0,4943.936,9122.671,41.09071,741.841,367.5119,945.023,1803.587,95.96091,0,0,0,0,3229.108,0,0,0,0,0,0,799.8688,9993.783,7230.562,6219.738,4410.548,0,0,0,0,0,0,0,0,0,0,0,1261.36,15848.44,10102.84,14660.2,0,0,0,0,45.15708,113.9758,0,0,0,46.91891,529.1005,0,0,628.4738,315.2153,66.92977,0,0,0,0,0,75.27952,0,0,0,424.1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661.8502,0,0,0,0,0,0,0,0,135.9192,0,0,0,0,0,0,0,0,0,388.7352,0,0,0,0,0,0,0,0,0
76262,ins-18,WBGene00002101,2,0,0,1703.319,0,0,18675.58,0,0,0,0,0,0,0,0,2146.187,0,5592.36,1759.497,0,0,468.982,1928.371,0,0,0,0,0,0,0,0,0,0,0,0,0,3726.052,1072.591,5265.359,2857.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.3411,0,0,276.8066,0,0,1044.314,842.7292,3391.233,5836.404,2833.281,0,1488.095,0,0,0,0,0,0,23.87056,0,0,9712.752,8900.19,0,1698.566,0,1335.998,0,0,0,79.753,0,0,5548.453,0,102.8797,0,0,0,0,0,0,0,0,0,1519.784,0,0,0,0,0,0,0,0,2413.949,0,0,0,0,0,0,0,0,1164.609,0,0,0,0,0,0,0,0,0,0
76432,flp-22,WBGene00009562,2,0,0,530.4021,0,0,1983.865,0,14500.52,0,0,0,0,0,0,101.8002,0,0,174.7854,4199.364,0,0,0,0,0,0,179.483,0,145.3419,0,3825.286,152.8016,168.9054,0,45360.41,0,302.5929,0,89.74775,0,96.58205,0,0,2630.273,0,0,0,0,0,23110.15,0,295.067,19991.98,8307.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144.779,0,0,0,0,0,0,0,0,269.5196,6147.028,912.434,0,4424.143,4700.048,124.065,0,0,3467.604,0,0,3098.222,0,135.5445,0,0,0,0,0,0,12919.18,238.4587,5563.517,0,0,1913.707,239.4465,493.9695,700.477,0,0,0,152.0442,0,6516.742,0,395.9535,258.0455,0,0,0,0,0,0,593.1921,7160.041,0
76881,ins-36,WBGene00002119,2,0,0,5.310317,5.119516,0,0,0,0.4246454,0,0,0,0,0,0,0,2.866947,0,18.21285,12.18604,11.19279,0,0,0.6274983,25.55833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086964,0,0.7334587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8065873,0,0,0,11.6112,4.743253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.680436,20.65068,33.7893,0,2.541343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.560896,0,0,0,0,0,0,0.9270119,0,0,0.860142,0,0,0,0,0,0,0,0,0,20.33571,0,1.993682,0,0,0,0,0,0,0,0,1.492034
77211,nlp-15,WBGene00003753,2,0,0,50.09526,0,0,10374.78,4877.106,231.6684,0,11529.06,0,0,0,0,127.5888,1050.5,120.5074,98.28907,0,0,0,0,0,135.6922,18476.44,1079.956,274.7917,9987.166,0,134.6264,191.1027,1857.276,0,0,0,241.0828,0,138.0153,0,203.5794,85.4178,723.941,0,438.7817,281.9748,1208.136,1003.955,10339.47,164.216,131.1163,238.1587,2100.006,69.0727,0,56.38954,0,0,2401.089,0,0,157.3561,0,0,0,0,0,0,0,0,0,0,325.0807,127.3149,0,0,0,0,778.1586,0,0,7285.564,2372.137,127.2114,0,21956.85,11498.2,181.485,0,0,0,3090.821,223.5197,2301.182,728.0554,14213.33,3479.983,0,363.7238,378.7713,254.2594,0,8242.985,692.8758,198.66,0,0,20914.99,554.8528,266.8182,312.1258,880.5222,115.6317,3816.533,210.9678,161.7225,0,0,154.7395,0,0,2499.995,1895.638,3322.98,3003.704,5258.752,0,1521.981,5719.6
77331,ins-24,WBGene00002107,2,0,0,8594.153,0,0,0,0,0,0,332.9566,0,0,0,0,0,0,76.62918,0,0,0,871.4196,11488.27,335.4272,0,0,0,0,0,0,0,0,0,0,0,0,4918.71,156.2087,213.194,255.0917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3256.518,0,0,0,0,118.2289,58.69007,0,0,38.87673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.10958,0,0,0,0,0,0,0,0,0
77341,ins-30,WBGene00002113,2,0,0,1499.816,0,360.5575,0,0,0,0,37.2179,0,0,0,0,0,0,4404.432,2296.981,0,0,10420.16,57252.5,11847.46,0,0,0,0,0,0,0,0,0,0,0,0,21943.81,0,871.9319,61.65226,0,0,4029.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971.6424,0,0,0,0,0,0,351.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77741,flp-34,WBGene00019975,2,0,0,264.9795,0,0,0,0,0,4789.832,0,0,0,0,1095.849,0,0,0,0,635.7425,0,0,2230.835,119.5587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3249,0,1734.856,0,569.4177,0,0,0,0,0,0,0,0,5638.811,144.1007,1264.766,1430.728,152.1668,0,0,488.3172,0,0,0,0,1758.24,75.42073,313.9769,0,0,2677.117,3022.156,0,192.4155,0,0,48.55845,12432.55,0,0,0,9611.027,120.4593,0,0,0,0,0,0,0,38.2391,0,0,0,0,0,0,0,1231.869,0,0,971.2029,590.8457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12017.64,126.8797,143.8465,0,0,0,0,0,0,0,0
78471,nlp-31,WBGene00003769,2,0,0,2.161694,0,0,0,0,0.1168693,0,2.177666,0.658763,0,0,0,0,0,0,0,1.550794,0,0,0,0,24.6484,7.240682,0,0,6.776164,4.244885,0,3.357481,0,2.583888,0,0,0.543839,0,16.47474,0,0,3.936545,8.246454,0,2.205418,0,2.828053,0,6.30548,0,0,10.97509,8.596243,9.922682,0,0,0,0,0,0,0,0.3484027,0,1.658801,1.877518,0,0,0,6.362779,0,0,0,0,0,0,0,5.608625,0,17.80918,0,2.071097,0,3.073738,0,0,0,5.331371,0,0,57.68538,0,1.724122,0,14.07442,3.218239,0,0.7583407,0,6.58089,0,0,0,0,10.52626,39.97362,0,111.5546,0,19.58536,0,0,17.90369,0,0,2.330562,0,0,0,0,0,0,1.118899,0,2.068396,2.162065,3.981155,0,0,0
79692,flp-21,WBGene00001464,2,0,0,841.5117,38.37427,0,0,0,0,0,1870.206,0,0,0,0,1685.018,0,0,0,0,172.6707,0,636.0539,0,2095.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.4835,0,0,0,0,0,0,0,0,0,0,0,0,0,2833.735,0,0,0,32.84106,0,448.1606,0,0,0,0,10362.72,0,1005.881,0,723.765,0,1773.206,0,1133.22,0,0,0,0,0,0,0,0,17133.49,0,0,0,0,0,0,0,0,8190.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20764.61,5148.723,0,0,0,0,107.0095,0,0,0,0,368.6498,0,0,0,0,0,0,0,0,0
80631,nlp-33,WBGene00003771,2,0,0,10.54664,0.5328037,0,9.55574,0,2.628028,0,16.44631,7.985614,11.58181,0,0,0,8.659358,0,0,13.26469,0,0,0,0.9222642,6.34036,4.87425,0,1.250406,22.30116,0,0,58.29486,4.413779,0,0,2.012395,0,0,33.33728,0,4.509625,21.46092,27.20138,9.122107,9.532377,0,3.813046,0,0,0,0,0,17.03176,0,0,0,1.969312,0,29.81638,113.9364,0,0,0,0,0,0,0,22.52998,3.648798,0,0,197.4518,0,0,0,0,6.739555,9.58903,31.89296,0.8325959,0,0,0,0,0,0,0,0,163.4214,0,20.4143,0,3.663067,28.0975,0,2.333978,0,40.15438,5.727158,0,0,0,6.37533,4.756527,4.196951,47.21213,70.03656,0,0,3.079571,0,4.992711,4.343342,0,0,29.7743,0,42.92879,4.937965,0,0,20.09753,0,6.77413,0,6.456161,0,7.781528,9.997977
82292,daf-28,WBGene00000920,2,0,0,4005.939,239.2681,3534.845,0,0,174.8555,6664.208,0,0,0,0,0,0,0,284.2388,2907.091,0,0,15241.74,8928.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.6188,4778.92,6184.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.10719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437.687,1071.817,0,0,0,0,0,0,0,0,0
83471,flp-27,WBGene00016114,2,0,0,188.9073,0,1572.25,0,0,288.8417,0,66.76052,0,198.7226,0,0,0,0,0,0,97366.07,0,0,0,0,0,0,0,0,0,57527.62,0,0,0,0,1077.635,117.1745,1657.52,0,0,0,0,4288.666,232.1234,0,0,1442.58,0,0,0,0,0,611.8514,247.6174,0,410.9053,0,0,0,0,0,0,0,0,0,0,185.401,5542.173,0,0,0,0,0,1243.064,0,0,0,0,0,0,0,0,0,0,0,900.8465,0,0,0,14096.99,1936.698,1195.953,0,0,0,0,0,0,0,732.4281,0,1354.721,282.5336,0,0,0,0,0,0,155.4078,245.2114,0,0,0,1523.343,0,0,0,0,3025.688,0,1550.092,0,494.4186,0,0,0,0,89161.64,0
83561,ins-2,WBGene00002085,2,0,0,7.974367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23967,0,0,0,149.1197,0,0,0,0,0,0,0,0,0,0,0,0,0,4.425026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41415,4.599956,0,0,0,0,0,0,0,0,0
83572,ins-3,WBGene00002086,2,0,0,6049.532,0,0,0,0,0,0,0,0,0,0,0,229.0776,0,0,11847.73,0,0,28441.2,9873.37,0,0,0,0,0,0,0,0,0,0,0,0,0,4996.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14250.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.339,1569.529,0,0,0,0,0,0,0,0,0
83831,nlp-50,WBGene00018298,2,0,0,185.8468,1431.232,1555.198,0,0,44825.46,762.9834,57834.01,0,0,12608.88,0,25665.44,0,277.3011,3540.264,0,2295.019,0,0,346.4734,0,0,637.8532,276.7513,0,0,0,40135.85,0,6845.516,124.7756,369.5422,1215.66,5806.334,0,360.3958,7793.969,29900.26,73.66989,0,0,0,0,0,0,0,0,19417.67,0,0,0,0,0,447.2473,0,0,0,0,354.5272,0,0,0,0,0,0,0,0,0,0,0,0,0,409.3719,0,0,4281.312,0,18902.11,759.1813,43448.69,62194.15,1027.89,25902.69,15711.25,1738.574,20039.91,0,9360.515,0,0,2967.176,6098.621,9980.743,0,153.3869,64257.35,0,0,13998.76,0,0,358.9617,0,0,892.2548,23264.2,10023.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891.76,0
85321,ins-37,WBGene00002120,2,0,0,3.81273,0.4235216,0,0,1.077225,0,0,0,0,0,0.3359495,0,0,0,0,0,0,0,10.77041,0.3198368,0.9196076,0,0.8028203,0,0,0,0,3.269515,0,9.023403,0,0,0,4.176358,0,3.693366,0,0,0,0.7285636,0,8.845947,0,21.14684,1.375702,0,0,0,0,0,0,0,0,0,2.427266,0,0,0.4279869,0,0,0,0,0,0,1.038456,2.352025,0,1.44867,0,0,0,0,0,0,0,0,0,0,0,1.393297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.190961,0,0,0.9614756,12.99042,0,0,0,0,0,0,0.4890127,0,3.643081,0,5.795146,0,0,0,0,0
86552,ins-7,WBGene00002090,2,0,0,0,16.46684,0,0,0,0,0,0,0,98.31131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.726189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87372,ins-16,WBGene00002099,2,0,0,0,10.63708,10.30848,7.476067,0,0,0,0,0,0,0,0,0,4.100174,0,0,0,0.3749172,0,0,0,0,0,0,0,0.2489093,0,0,0,0,0,0,0,0.2300437,0,0,0,0,0,0,0.6322707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9801612,0,7.274943,0.7198178,0,0,0,0,0,0,0,4.098834,1.078779,0,0,0
88631,nlp-7,WBGene00003745,2,0,0,0,393.5964,432.6886,0,0,69.28044,0,0,817.9289,0,2159.649,0,0,0,0,1746.722,0,0,121.5028,0,0,801.0825,0,0,0,0,0,0,0,0,0,0,0,0,85.94492,0,1198.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.4485,564.1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.7503,0,2178.551,0,0,2550.898,0,0,0,0,0,0,782.4518,0,262.4309,0,0,0,0,263.7818,0,0,0,89.93163,0,495.6603,100.8041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.7979,0,194.4782,0,0,0,0,0,0,0,3868.544,0
89061,nlp-76,WBGene00045386,2,0,0,0,51.05978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18653.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.62555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91911,flp-6,WBGene00001449,2,0,0,0,44.64904,3330.766,0,0,0,0,0,0,0,524.2902,0,27.09032,0,4571.471,5731.384,0,0,0,0,0,964.9636,0,0,7146.632,1264.239,0,0,0,0,0,7970.672,0,0,2017.357,2642.328,3150.28,3864.506,0,0,0,0,0,0,0,0,0,0,1332.213,0,0,0,351.5019,0,0,0,0,0,0,0,0,0,0,0,0,0,21629.84,0,274.2931,0,3199.816,0,467.4676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941.941,0,0,0,0,0,0,0,0,0,0,0,0,0,2706.194,125.2332,0
95281,ins-32,WBGene00002115,2,0,0,0,120.0289,0,0,0,0,0,0,0,0,0,0,0,0,67.88299,0,0,0,106.126,2613.957,0,0,0,0,0,0,0,0,0,0,0,0,0,334.3709,0,0,89.86006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
